cliente_id,idade,cidade,renda_mensal,plano,valor_mensalidade,tempo_de_casa_meses,qtd_acessos_mes,qtd_chamados_suporte,atraso_pagamento,churn
764,46,Curitiba,2675.7,Padrão,59.9,17,6.0,1,0,0
765,42,Curitiba,2927.6,Premium,119.9,43,5.0,1,0,0
766,18,São Paulo,2757.34,Básico,29.9,27,,0,0,0
767,39,Rio de Janeiro,2435.75,Básico,29.9,9,8.0,0,0,0
768,31,São Paulo,4581.71,Básico,29.9,50,13.0,0,0,0
769,23,São Paulo,5363.49,Básico,29.9,24,8.0,2,0,0
770,58,Recife,2243.22,Básico,29.9,40,4.0,1,0,0
771,59,Belo Horizonte,5175.23,Básico,29.9,21,7.0,1,1,1
772,54,Recife,4584.12,Padrão,59.9,34,9.0,1,1,1
773,41,Rio de Janeiro,5204.72,Padrão,59.9,46,7.0,2,1,0
774,54,Rio de Janeiro,4956.71,Padrão,59.9,53,,1,0,0
775,38,Rio de Janeiro,1883.52,Básico,29.9,13,4.0,3,1,0
776,40,São Paulo,2287.7,Padrão,59.9,40,8.0,1,0,0
777,25,São Paulo,4162.96,Básico,29.9,54,6.0,4,0,0
778,43,Rio de Janeiro,6501.81,Básico,29.9,38,18.0,1,0,0
779,39,São Paulo,,Básico,29.9,9,1.0,1,1,1
780,22,Recife,4642.31,Básico,29.9,12,8.0,0,0,0
781,37,São Paulo,6611.32,Básico,29.9,12,13.0,1,0,0
782,37,São Paulo,4194.55,Padrão,59.9,7,9.0,1,0,0
783,60,Curitiba,6150.36,Padrão,59.9,45,10.0,2,0,0
784,49,São Paulo,3564.48,Padrão,59.9,57,3.0,3,0,0
785,38,Recife,4285.14,Básico,29.9,31,10.0,2,0,0
786,41,Belo Horizonte,1672.36,Padrão,59.9,36,5.0,1,0,0
787,39,São Paulo,1200.0,Padrão,59.9,46,5.0,1,0,0
788,36,Belo Horizonte,6136.98,Básico,29.9,25,9.0,1,0,0
789,25,Belo Horizonte,2337.01,Padrão,59.9,28,7.0,1,0,0
790,36,Curitiba,3620.05,Básico,29.9,35,7.0,1,1,0
791,29,Curitiba,1734.4,Básico,29.9,18,2.0,3,0,0
792,23,Belo Horizonte,1512.05,Básico,29.9,4,4.0,0,0,0
793,44,Rio de Janeiro,4367.09,Padrão,59.9,34,,1,0,0
794,43,São Paulo,3336.76,Básico,29.9,49,5.0,1,0,0
795,18,Belo Horizonte,4580.35,Básico,29.9,5,8.0,0,1,0
796,37,Recife,5284.57,Básico,29.9,13,6.0,1,0,0
797,50,Rio de Janeiro,5437.53,Premium,119.9,16,9.0,0,1,1
798,51,Belo Horizonte,5319.48,Básico,29.9,48,5.0,0,1,0
799,50,Rio de Janeiro,7699.98,Básico,29.9,30,15.0,5,0,1
800,38,Curitiba,2578.33,Básico,29.9,32,3.0,0,0,0
